item,count,ref_nos
15 nos. toilet front of rtc barrack at police line prayagraj,1,"[""['69/pan/cupra/195 dt. 03/05/2019']""]"
construction of residential/ non residential buildings at reserve police line kasganj,1,"[""['617/PAN/CUB/259(Kasganj)/18-19']""]"
supply of cement for typr a 32 nos at police line bahrich 271801,1,"[""['676/PAN/GONDA-UNIT/18-19']""]"
construction of drill nursary at dr. bhim rao police academy,1,"[""['618/Drill,Academy.MBD/2018-19 dt. 07.03.2019']""]"
supply of bulilding matreail for type a 32 nos at police line baharich,1,"[""['678/PAN/GONDA-UNIT/18-19']""]"
construction of proposed police chowki at district jail baghpat ( u. p. ),1,"[""['28/E-tender/01 dt. 17-01-2019']""]"
aligarh police line me sadko par bc bichane ka karya,1,"[""['3605/abhivi/ada/2018-19']""]"
repairning of l/ r police line chauraha to sahapurjot yousufpur hatela,1,"[""['RKUMP_375_11']""]"
kasganj.,1,"[""['333/PAN/CUB/259(Kasganj)18-19']""]"
construction of residential/ non residential buildings at reserve police line,1,"[""['333/PAN/CUB/259(Kasganj)18-19']""]"
supply of building material for type a 32 nos at police line bharaich,1,"[""['376/pan/gonda-unit/18-19']""]"
greater noida ( up ),1,"[""['No-ITBP/39 Bn/Engr /Tender/18-520-22 Dt 23.10.18']""]"
c/ o police memorial at 39 bn itbp,1,"[""['No-ITBP/39 Bn/Engr /Tender/18-520-22 Dt 23.10.18']""]"
electrical work with labour at police line bhinga distt. sraswati- 271831,1,"[""['395/PAN/GONDA-UNIT/18-19']""]"
fixing of lighting arrengement from mukeriganj puliya to balrampur police chowki.,1,"[""['130']""]"
labour rate for electrical work at police line bhinga,1,"[""['288/PAN/GONDA/2018-19']""]"
construction of jawan barrack at tadadege bop of 20th bn itb police,1,"[""['668 dtd 11.08.18']""]"
supply of bulding material at police line bhinga distt. sraswasti- 271831,1,"[""['224/PAN/GONDA/18-19']""]"
allahabad zone,2,"[""['34/SE/EUDC-IA/2017-18']"", ""['40/SE/EUDC-IA/2018-19']""]"
providing diesel vehicle for police vigilance team,1,"[""['40/SE/EUDC-IA/2018-19']""]"
remaining work of 10 person mahila barrack police line mau,1,"[""['64/pan/cuvns/etender/2018-19']""]"
construction of 16 person hostel police line mau. ( civil work ),1,"[""['66/pan/cuvns/etender/2018-19']""]"
supply of bulding material at police line bhinga distt. sraswasti-271831,1,"[""['224/PAN/GONDA/18-19']""]"
supply of building mateial at police line bhinga distt. srawasti- 271831,1,"[""['116/PAN/GONDA/18-19']""]"
construction of nala from police chowki to village pinjora on malhipur road,1,"[""['1241 G']""]"
const.of c.c.tiles interlocking  road from main road to police station at surjannagar,1,"[""['132/AC/2017-18/DATE 19-4-2018']""]"
raising of bed of nala in ward no. 01 taxi stand to police chowki.,1,"[""['14(7)/N.P.S./2018-19']""]"
special repairing of celing plaster in barrok 1 at police line fatehpur,1,"[""['BH-38/2018']""]"
construction of police chowki at specialized market yard (bhojla-bharari) jhansi.,1,"[""['1734/2017-18']""]"
special repairing of seiling  plaster in barick -1 at police line fatehpur,1,"[""['BH-38/2018']""]"
construction of ladies toilet block at police station sadar bazar jhansi,1,"[""['05/RED/NIVIDA/2017-18 DATED 30.01.2018']""]"
construction of ladies toilet block at police station mahila thana jhansi,1,"[""['05/RED/NIVIDA/2017-18 DATED 30.01.2018']""]"
construction of ladies toilet block at police station sipri bazar jhansi,1,"[""['05/RED/NIVIDA/2017-18 DATED 30.01.2018']""]"
construction of non gazatted officer s hostal at police line allahabad,1,"[""['24/SE/Alld/E-Tender/2018']""]"
supply of 652 nos. of white fibre glass helmet for up traffic police,1,"[""['Sampoorti-2-46-2017(helmet for TP)']""]"
police line ke boundary wall aur fencing ki repairing,1,"[""['102 dated 05.01.2018']""]"
work of repairing the eastern boundary wall of the superintendent of police lot-1,1,"[""['60/spbna/2017-18 dt 14.12.2017']""]"
omghat me police chowki se road tak c.c. road nirman.,1,"[""['564/6-10-2017-282']""]"
3-repair of various works in residential building at police thana pratapgarh,1,"[""['EE, PWD DN III, PRATAPGARH NIT No 10/2017-18']""]"
2- construction of circle near police chowki at indira colony,1,"[""['E-NIT 14/2017-18 NAGAR PARISHAD PRATAPGARH']""]"
providing diesel vehicle for police vigilence team,1,"[""['34/SE/EUDC-IA/2017-18']""]"
supply of small crane on rent basis for noida traffic police,1,"[""['29/CE-Jal/PE-E/M-I/2017-18']""]"
3. construction of boundary wall for police station campus hathuniya,1,"[""['E-NIT 13/2016-17 PWD Dn. III PRATAPGARH']""]"
c/ o building ( construction of police chowki in sector- 48 ) noida..,1,"[""['69/CE(C)/PE(WC-3)/2015-16']""]"
10. construction of boundary wall for residential quaters at police station hathuniya,1,"[""['E-NIT No. 05/2016-17 EE PWD Dn. III Pratapgarh']""]"
12. construction of boundary wall for administrative block at police station hathuniya,1,"[""['E-NIT No. 05/2016-17 EE PWD Dn. III Pratapgarh']""]"
63a,2,"[""['30/CPE/PE-(W.C.-4)/2015-16']"", ""['401/C.E-(Jal)/AO/ PE(E and M)-II/ 2016-17']""]"
construction of police chowki at four locationin sector- 63,1,"[""['30/CPE/PE-(W.C.-4)/2015-16']""]"
c/ o police chowki at taklech tehsil rampur distt. shimla,1,"[""['No. PW.RMP.2015-4994-95 dated 07.07.2015']""]"
construction of police chowki building at saradhna thana mangliyawas distt ajmer,1,"[""['NIT 9/ 2013-14 SE PWD Circle Ajmer']""]"
construction of interlocking at ward no 20 police line chauraha to jail road sampark marg om medical store to nivya bauty parlors hanuman mandir to bekry to police line,1,"[""['207(4)']""]"
from sunils house to amars house ward- 47.,1,"[""['2263/SNV-EEA/2022']""]"
side track from shahpeer gate police chowki to shohrab gate police chowk in mau shahpeer gate,1,"[""['2263/SNV-EEA/2022']""]"
construction work of road,1,"[""['2263/SNV-EEA/2022']""]"
work of covering the courtyard of the anti power theft police station shravasti with a profile sheet,2,"[""['08/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['16/ECC(D)-II/L/E-Tender/ 2021-22']""]"
construction of two additional rooms for the office of anti power theft police station shravasti,2,"[""['08/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['16/ECC(D)-II/L/E-Tender/ 2021-22']""]"
pmc work for construction of 192 type b quarters for police personnels of p s chetganj shivpur cantt in police line varanasi u p india on epc mode,1,"[""['1139/General/Technical Cell/2023 Dated. 29.12.2023']""]"
construction of 20 women military police bar- racks at central command lucknow,1,"[""['CELZ/LKO/T-23 OF 2023-24']""]"
construction of pariwaar kalyan kendra at police line distt bagpath u. p.,1,"[""['5907/PAN/ET/24-25, DT. 18-03-2025']""]"
auraiya,1,"[""['09/S.E./KNP/Resi Thana Sahar/ET/2025-26']""]"
construction of residential building at police station bela sahar vidhuna distt,1,"[""['09/S.E./KNP/Resi Thana Sahar/ET/2025-26']""]"
result for supply of fodder dry grass,1,"[""['V-14/2025']""]"
result for construction of 04 suite guest house at police line fatehgarh farrukhabad,1,"[""['224/S-1/10 date 19.02.2025 and Corr. 240/S-1/12 date 21.02.2025']""]"
result for contruction of new class room in reserve police lines cherat,1,"[""['BH-244/25']""]"
aligarh,1,"[""['BH-244/25']""]"
result for construction of administrative building of fire station at police line of district ayodhya.,1,"[""['363/M-10/39 Dt 16.02.2025']""]"
baerilly,1,"[""['Bha-18/2025 dt. 07.02.2025']""]"
result for construction of reception room,1,"[""['Bha-18/2025 dt. 07.02.2025']""]"
pensioner welfare room at police office,1,"[""['Bha-18/2025 dt. 07.02.2025']""]"
construction work of kitchen attached to the auditorium located in police line in jhansi district,1,"[""['2214/Nivida-Prakashan/2024-25 Date18.12.2024']""]"
result for landscape/ arboriculture work at khadri road to shyampur police chowki divider,1,"[""['658']""]"
vip route,1,"[""['11 (1to6)6 /P0O0/Ncap/2024-25 S.No. 4']""]"
construction work of helipad,1,"[""['11 (1to6)6 /P0O0/Ncap/2024-25 S.No. 4']""]"
service road near police line.,1,"[""['11 (1to6)6 /P0O0/Ncap/2024-25 S.No. 4']""]"
construction of traffic office at police line,1,"[""['4971/PAN/ET/24-25, DT. 16-01-2025']""]"
firozabad distt firozabad u. p.,1,"[""['4971/PAN/ET/24-25, DT. 16-01-2025']""]"
supply of small/ big crane on rent basis for traffic police,2,"[""['20/GM(E/M)/SM.(E and M)-I/2024-25']"", ""['55/DGM(E/M)/SM(E and M)-I/2022-23']""]"
result for repair work in the residence of police area officer bidhuna of distt auraiya,1,"[""['379/EE/ETENDER/AURAIYA/23-24 Dt 27.09.2023']""]"
renewal work of gobarha link road from dudhi barwa patti police station,1,"[""['3645/7A DATE 08-11-2024']""]"
construction of police station bela sahaar vidhuna distt. auraiya ( u. p ),1,"[""['371/ S.E./KNP/E-tender/2024-25']""]"
construction of aata chakki with varanda at police line distt- baghpat u. p.,1,"[""['4516/PAN/ET/24-25, DT. 18-12-2024']""]"
special repair work on the approach road of vvip helipad police line.,1,"[""['9151/94MS-S/2024 Date 31-12-2024']""]"
asset management services- sop for repairing work at police line saharanpur; onsite,4,"[""['GEM/2024/B/5694314']"", ""['GEM/2025/B/5802772']"", ""['GEM/2025/B/5802772', 'GEM/2025/R/440617']"", ""['GEM/2024/B/5749720']""]"
painting work of daraganj police station of district prayagraj ( balance work ).,1,"[""['13/PCL/PM/PRAYAG/2024-25/DT. 15.01.2025']""]"
construction of residential buildings at police station rani ki sarai district azamgarh,1,"[""['1319/LEKHA-07/368 DATE 17-12-2024']""]"
construction of road at lohia nagar ( police enclave ) from house number 520 to 566,1,"[""['01_MeDA/24-25/EN/2631 Dated 24 October 2024']""]"
construction of gas godown at police line mainpuri distt- mainpuri u. p.,1,"[""['3358/PAN/ET/24-25, DT. 04-10-2024']""]"
construction of tubewell at police line distt- sant kabir nagar u. p.,1,"[""['3800/PAN/ET/24-25, DT. 29-10-2024']""]"
road improvement work near the gate of bindukatra police chowki under tajganj zone.,1,"[""['25-10-2024/NAGAR NIGAM AGRA/05-11-2024/34']""]"
distt prayagraj u. p.,18,"[""['1962/PAN/ET/24-25, DT. 19-07-2024']"", ""['1972/PAN/ET/24-25, DT. 19-07-2024']"", ""['1954/PAN/ET/24-25, DT. 19-07-2024']"", ""['1963/PAN/ET/24-25, DT. 19-07-2024']"", ""['1968/PAN/ET/24-25, DT. 19-07-2024']"", ""['1966/PAN/ET/24-25, DT. 19-07-2024']"", ""['19676/PAN/ET/24-25, DT. 19-07-2024']"", ""['1960/PAN/ET/24-25, DT. 19-07-2024']"", ""['1953/PAN/ET/24-25, DT. 19-07-2024']"", ""['1950/PAN/ET/24-25, DT. 19-07-2024']"", ""['1956/PAN/ET/24-25, DT. 19-07-2024']"", ""['1964/PAN/ET/24-25, DT. 19-07-2024']"", ""['1952/PAN/ET/24-25, DT. 19-07-2024']"", ""['19510/PAN/ET/24-25, DT. 19-07-2024']"", ""['1955/PAN/ET/24-25, DT. 19-07-2024']"", ""['1948/PAN/ET/24-25, DT. 19-07-2024']"", ""['1961/PAN/ET/24-25, DT. 19-07-2024']"", ""['19595/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana mauaima,1,"[""['1964/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana phoolpur,1,"[""['19595/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana shankargarh,1,"[""['1953/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana naini,1,"[""['1950/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana utraon,1,"[""['19510/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana jhunsi,1,"[""['1963/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana kaundhiara,1,"[""['1962/PAN/ET/24-25, DT. 19-07-2024']""]"
const. of residential building for police station at sakrawa district kannauj ( u. p. ),1,"[""['1291/E-NIVIDA/162 Dated 13.08.2024']""]"
construction of police station paryatan,1,"[""['023/SE/GKP/Kushinagar/2024-25']""]"
distt- kushinagar ( u. p. ),1,"[""['023/SE/GKP/Kushinagar/2024-25']""]"
vill- siswa,1,"[""['023/SE/GKP/Kushinagar/2024-25']""]"
distt prayagraj u. p,3,"[""['1956/PAN/ET/24-25, DT. 19-07-2024']"", ""['1957/PAN/ET/24-25, DT. 19-07-2024']"", ""['1949/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana karchana,1,"[""['1949/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana puramufti,1,"[""['1960/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana saraynayat,1,"[""['1972/PAN/ET/24-25, DT. 19-07-2024']""]"
distt chitrakoot u. p.,4,"[""['1970/PAN/ET/24-25, DT. 19-07-2024']"", ""['6842/PAN/ET/23-24, DT. 02-03-2024']"", ""['1971/PAN/ET/24-25, DT. 19-07-2024']"", ""['6843/PAN/ET/23-24, DT. 02-03-2024']""]"
construction of emergency clinic at police thana karvi,1,"[""['1970/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana handia,1,"[""['1952/PAN/ET/24-25, DT. 19-07-2024']""]"
police line canteen mai floor,1,"[""['BH-45/2024']""]"
roof repairing work lot 4,1,"[""['BH-45/2024']""]"
construction of emergency clinic at police thana bara,1,"[""['1956/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana karaon,1,"[""['1954/PAN/ET/24-25, DT. 19-07-2024']""]"
work of straw house shed near bindukatra police post under tajganj zone.,1,"[""['21-08-2024/NAGAR NIGAM AGRA/28-08-2024/67']""]"
construction of emergency clinic at police thana pahadi,1,"[""['1971/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of vievechana room at police thana kankarkheda distt meerut u. p.,1,"[""['1129/PAN/ET/24-25, DT. 10-06-2024']""]"
construction of emergency clinic at police thana soraon,1,"[""['1968/PAN/ET/24-25, DT. 19-07-2024']""]"
distt pratapgarh u. p.,4,"[""['6862/PAN/ET/23-24, DT. 04-03-2024']"", ""['5854/PAN/ET/23-24, DT. 04-03-2024']"", ""['6857/PAN/ET/23-24, DT. 04-03-2024']"", ""['1965/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana manda,1,"[""['19676/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana nawabganj,1,"[""['1955/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana meja,1,"[""['1961/PAN/ET/24-25, DT. 19-07-2024']""]"
construction of emergency clinic at police thana ghoorpur,1,"[""['1966/PAN/ET/24-25, DT. 19-07-2024']""]"
construction work of swagatam gate on the right side of police line intersection.,1,"[""['3672/JNV/E-NIVIDA such/2023-24 date 02.03.2024']""]"
construction work of boundary wall near bindukatra police post under tajganj zone.,1,"[""['25-07-2024/ NAGAR NIGAM AGRA/31-07-2024/77']""]"
construction of vievechana room at police thana brahampuri distt meerut u. p.,1,"[""['1126/PAN/ET/24-25, DT. 10-06-2024']""]"
construction of vievechana room at police thana sardhana distt meerut u. p.,1,"[""['1127/PAN/ET/24-25, DT. 10-06-2024']""]"
construction of vievechana room at police thana lalkurti distt meerut u. p.,1,"[""['1124/PAN/ET/24-25, DT. 10-06-2024']""]"
construction work of swagatam gate on the left side of police line intersection.,1,"[""['3672/JNV/E-NIVIDA such/2023-24 date 02.03.2024']""]"
construction of vievechana room at police thana partapur distt meerut u. p.,1,"[""['1128/PAN/ET/24-25, DT. 10-06-2024']""]"
wiring near the police post under tajganj zone. part- 1,1,"[""['26-06-2024/ NAGAR NIGAM AGRA/03-07-2024/65']""]"
construction work of pump house near the police station in nagar panchayat chhata.,1,"[""['01/NPC/2024-25date-01-07-2024']""]"
construction of vivechana room at police station piluwa distt etah u. p.,1,"[""['7052/PAN/ET/23-24, DT. 15-03-2024']""]"
construction of vivechana room at police station marhara distt etah u. p.,1,"[""['7050/PAN/ET/23-24, DT. 15-03-2024']""]"
construction of vivechana room at police station dholna distt kasganj u. p.,1,"[""['7051/PAN/ET/23-24, DT. 15-03-2024']""]"
construction of emergency clinic at police thana lalganj,1,"[""['6883/PAN/ET/23-24, DT. 05-03-2024']""]"
distt mirzapur u. p.,3,"[""['6883/PAN/ET/23-24, DT. 05-03-2024']"", ""['6887/PAN/ET/23-24, DT. 05-03-2024']"", ""['6880/PAN/ET/23-24, DT. 05-03-2024']""]"
distt jaunpur u. p.,5,"[""['6879/PAN/ET/23-24, DT. 05-03-2024']"", ""['6888/PAN/ET/23-24, DT. 05-03-2024']"", ""['6863/PAN/ET/23-24, DT. 04-03-2024']"", ""['6884/PAN/ET/23-24, DT. 05-03-2024']"", ""['6885/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana meerganj,1,"[""['6888/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana khuthan,1,"[""['6863/PAN/ET/23-24, DT. 04-03-2024']""]"
distt mirzapur u. p,1,"[""['6886/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana drumndganj,1,"[""['6886/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana sujanganj,1,"[""['6884/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana chilh,1,"[""['6880/PAN/ET/23-24, DT. 05-03-2024']""]"
distt jaunpur u. p,2,"[""['6881/PAN/ET/23-24, DT. 05-03-2024']"", ""['6882/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana sikrara,1,"[""['6882/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana panwara,1,"[""['6881/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana malwan,1,"[""['6860/PAN/ET/23-24, DT. 04-03-2024']""]"
distt fatehpur u. p.,5,"[""['5855/PAN/ET/23-24, DT. 04-03-2024']"", ""['6858/PAN/ET/23-24 DT. 04-03-2024']"", ""['6853/PAN/ET/23-24, DT. 04-03-2024']"", ""['6860/PAN/ET/23-24, DT. 04-03-2024']"", ""['6861/PAN/ET/23-24, DT. 04-03-2024']""]"
construction of emergency clinic at police thana thariaon,1,"[""['6853/PAN/ET/23-24, DT. 04-03-2024']""]"
construction of emergency clinic at police thana khaga,1,"[""['6861/PAN/ET/23-24, DT. 04-03-2024']""]"
construction of emergency clinic at police thana vindhyachal,1,"[""['6887/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana barsathi,1,"[""['6879/PAN/ET/23-24, DT. 05-03-2024']""]"
construction of emergency clinic at police thana kalyanpur,1,"[""['6858/PAN/ET/23-24 DT. 04-03-2024']""]"
drain cleaning work till chowpla intersection in front of biharipur police post,1,"[""['706 (1to20)20 /C.E/N.V/2023-24 S.No 13']""]"
repair maintenance work of police morern school distt- badaun u. p,1,"[""['6731/PAN/ET/23-24,  DT. 27-02-2024']""]"
construction of acp ( lo ) office room at police commissionerate office district- ghaziabad,1,"[""['NIT 372/Vividh-12/95 Dt 19-02-2024']""]"
block talgram- high mast light installation work in talgram police station.,1,"[""['222/E-T-1/N-ZPK/23-24DT09-1-24']""]"
maintenance of police out post building at i. a. g. c shahjahanpur distt. shahajahanpur,1,"[""['CD_XI_404_DT_16012024']""]"
block chhibramau- high mast light installation work in police station vishungarh,1,"[""['222/E-T-1/N-ZPK/23-24DT09-1-24']""]"
